subscriber_id,signup_date,country,region,age,gender,plan_type,monthly_price_usd,household_size,primary_device,payment_method,tenure_months,is_active,churn_date
SUB111361,2022-06-19,South Korea,East Asia,45,Female,Premium,22.99,3,Smart TV,Credit Card,48,,
SUB111362,2017-05-06,Turkey,Middle East,41,Female,Premium,22.99,4,Mobile,Debit Card,110,,
SUB111363,2020-06-06,India,South Asia,40,Female,Premium,22.99,2,Smart TV,Mobile Wallet,72,,
SUB111364,2024-04-18,Brazil,Latin America,54,Female,Premium,22.99,3,Tablet,Credit Card,25,,
SUB111365,2024-11-04,Australia,Oceania,35,Male,Standard,15.49,1,Streaming Stick,Carrier Billing,19,,2026-05-07
SUB111366,2025-10-16,United States,North America,31,Female,Premium,22.99,1,Smart TV,PayPal,7,,2026-01-01
SUB111367,2020-10-10,Germany,Europe,46,Male,Standard,15.49,1,Mobile,Credit Card,68,,2021-01-26
SUB111368,2018-09-30,Brazil,Latin America,26,Female,Premium,22.99,3,Laptop,PayPal,93,,
SUB111369,2020-01-26,Germany,Europe,32,Female,Standard,15.49,1,Smart TV,Carrier Billing,77,,
SUB111370,2023-02-21,United States,North America,39,Female,Standard,15.49,1,Smart TV,Debit Card,39,,
SUB111371,2020-01-27,United Kingdom,Europe,40,Female,Premium,22.99,4,Smart TV,Credit Card,77,,
SUB111372,2022-11-13,United States,North America,31,Female,Premium,22.99,1,Mobile,Credit Card,43,,
SUB111373,2025-03-28,Indonesia,Southeast Asia,29,Female,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,14,,
SUB111374,2025-07-25,United States,North America,21,Male,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,10,,2025-10-14
SUB111375,2024-03-26,United States,North America,25,Female,Premium,22.99,3,Mobile,PayPal,26,,
SUB111376,2023-04-28,Turkey,Middle East,59,Male,Standard,15.49,2,Laptop,Mobile Wallet,37,,
SUB111377,2023-01-10,India,South Asia,32,Female,Basic with Ads,6.99,1,Streaming Stick,Mobile Wallet,41,,2024-10-04
SUB111378,2023-09-12,Brazil,Latin America,38,Male,Basic with Ads,6.99,1,Mobile,PayPal,33,,
SUB111379,2022-11-03,India,South Asia,16,Female,Standard,15.49,1,Mobile,Credit Card,43,,2024-04-28
SUB111380,2017-01-12,Mexico,Latin America,69,Female,Premium,22.99,4,Smart TV,Credit Card,114,,2020-04-01
SUB111381,2022-10-15,United States,North America,24,Female,Basic with Ads,6.99,1,Laptop,Credit Card,44,,
SUB111382,2021-01-11,South Korea,East Asia,20,Non-binary,Standard,15.49,1,Smart TV,Debit Card,65,,
SUB111383,2016-12-29,Japan,East Asia,35,Male,Basic with Ads,6.99,1,Game Console,Debit Card,114,,
SUB111384,2020-08-08,India,South Asia,24,Female,Standard,15.49,2,Smart TV,Carrier Billing,70,,
SUB111385,2023-12-01,India,South Asia,40,Female,Premium,22.99,3,Smart TV,Mobile Wallet,30,,
SUB111386,2016-06-17,United States,North America,16,Male,Standard,15.49,2,Mobile,Credit Card,121,,2026-05-22
SUB111387,2018-10-10,Spain,Europe,50,Male,Premium,22.99,1,Mobile,PayPal,93,,
SUB111388,2021-06-07,United States,North America,48,Female,Premium,22.99,2,Laptop,Debit Card,60,,
SUB111389,2023-08-04,India,South Asia,34,Female,Standard,15.49,2,Smart TV,Mobile Wallet,34,,
SUB111390,2023-06-19,India,South Asia,14,Female,Basic with Ads,6.99,1,Tablet,Credit Card,35,,
SUB111391,2023-03-12,United Kingdom,Europe,25,Female,Standard,15.49,2,Smart TV,Debit Card,39,,
SUB111392,2024-01-18,Spain,Europe,36,Female,Premium,22.99,3,Streaming Stick,Credit Card,28,,
SUB111393,2016-12-28,United Kingdom,Europe,20,Female,Standard,15.49,2,Mobile,Debit Card,114,,
SUB111394,2018-12-10,Italy,Europe,22,Female,Standard,15.49,2,Smart TV,PayPal,91,,2024-05-15
SUB111395,2025-11-11,Mexico,Latin America,49,Male,Basic with Ads,6.99,1,Mobile,PayPal,6,,
SUB111396,2021-01-22,Canada,North America,38,Female,Basic with Ads,6.99,1,Mobile,Credit Card,65,,
SUB111397,2024-11-01,Spain,Europe,37,Female,Premium,22.99,1,Smart TV,Credit Card,19,,
SUB111398,2018-02-25,United States,North America,42,Non-binary,Premium,22.99,1,Smart TV,Debit Card,100,,
SUB111399,2022-04-10,Thailand,Southeast Asia,33,Female,Basic with Ads,6.99,1,Laptop,PayPal,50,,2025-11-06
SUB111400,2022-10-18,Germany,Europe,35,Female,Premium,22.99,2,Tablet,Carrier Billing,44,,2024-05-16
SUB111401,2024-02-01,Japan,East Asia,41,Female,Standard,15.49,1,Mobile,Credit Card,28,,
SUB111402,2025-08-02,United States,North America,46,Female,Standard,15.49,1,Mobile,Credit Card,10,,
SUB111403,2022-04-25,United States,North America,42,Female,Premium,22.99,3,Mobile,Gift Card,49,,
SUB111404,2019-09-09,Brazil,Latin America,54,Female,Premium,22.99,3,Smart TV,Debit Card,81,,
SUB111405,2022-10-28,United Kingdom,Europe,36,Female,Premium,22.99,1,Mobile,Credit Card,43,,
SUB111406,2018-01-10,Mexico,Latin America,18,Male,Standard,15.49,2,Mobile,Credit Card,102,,2022-12-24
SUB111407,2025-03-15,India,South Asia,50,Male,Standard,15.49,2,Laptop,Credit Card,14,,
SUB111408,2022-09-26,South Korea,East Asia,32,Female,Premium,22.99,1,Smart TV,Carrier Billing,44,,
SUB111409,2018-11-22,United States,North America,26,Male,Premium,22.99,1,Smart TV,Debit Card,91,,2026-01-24
SUB111410,2020-10-26,United States,North America,45,Male,Premium,22.99,4,Mobile,Credit Card,68,,
SUB111411,2024-03-30,United States,North America,40,Female,Premium,22.99,2,Smart TV,PayPal,26,,
SUB111412,2023-12-17,Canada,North America,19,Female,Basic with Ads,6.99,1,Mobile,Credit Card,29,,
SUB111413,2019-06-03,Japan,East Asia,44,Female,Premium,22.99,2,Mobile,Credit Card,85,,
SUB111414,2018-01-13,Argentina,Latin America,60,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,102,,2020-08-08
SUB111415,2025-04-11,France,Europe,40,Male,Premium,22.99,4,Smart TV,Debit Card,13,,
SUB111416,2016-07-21,France,Europe,32,Male,Basic with Ads,6.99,1,Mobile,Gift Card,120,,
SUB111417,2021-11-22,South Korea,East Asia,14,Male,Basic with Ads,6.99,1,Tablet,Debit Card,55,,
SUB111418,2021-08-27,Germany,Europe,62,Female,Standard,15.49,1,Mobile,Carrier Billing,57,,
SUB111419,2021-08-31,Argentina,Latin America,29,Female,Premium,22.99,4,Smart TV,Debit Card,57,,
SUB111420,2021-01-10,Spain,Europe,17,Female,Premium,22.99,3,Laptop,Debit Card,65,,
SUB111421,2023-11-25,United States,North America,37,Female,Standard,15.49,2,Mobile,Debit Card,30,,2024-03-05
SUB111422,2025-06-07,Mexico,Latin America,49,Undisclosed,Standard,15.49,1,Mobile,Credit Card,11,,
SUB111423,2023-10-13,United States,North America,52,Female,Standard,15.49,2,Game Console,Carrier Billing,32,,2023-11-13
SUB111424,2022-07-11,United States,North America,27,Male,Standard,15.49,2,Mobile,Mobile Wallet,47,,2024-08-21
SUB111425,2024-10-03,Spain,Europe,34,Female,Basic with Ads,6.99,1,Game Console,Credit Card,20,,
SUB111426,2020-11-17,Canada,North America,36,Male,Basic with Ads,6.99,1,Smart TV,Carrier Billing,67,,2024-01-27
SUB111427,2021-09-28,United States,North America,48,Male,Standard,15.49,1,Laptop,Credit Card,56,,
SUB111428,2022-11-05,United States,North America,43,Female,Basic with Ads,6.99,1,Mobile,Credit Card,43,,2023-01-28
SUB111429,2025-07-28,Turkey,Middle East,39,Male,Standard,15.49,1,Game Console,Debit Card,10,,
SUB111430,2018-01-27,United States,North America,47,Male,Premium,22.99,4,Laptop,Credit Card,101,,
SUB111431,2019-09-07,United States,North America,18,Male,Premium,22.99,2,Smart TV,Credit Card,81,,
SUB111432,2023-01-31,Spain,Europe,41,Female,Standard,15.49,2,Mobile,Credit Card,40,,
SUB111433,2018-04-20,Canada,North America,38,Male,Basic with Ads,6.99,1,Game Console,Credit Card,98,,
SUB111434,2023-12-15,South Korea,East Asia,35,Male,Standard,15.49,2,Laptop,Debit Card,29,,2026-02-08
SUB111435,2018-02-18,Japan,East Asia,32,Female,Basic with Ads,6.99,1,Game Console,Mobile Wallet,100,,
SUB111436,2021-08-26,India,South Asia,37,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,58,,2024-05-19
SUB111437,2024-10-14,United States,North America,28,Male,Premium,22.99,4,Tablet,Carrier Billing,19,,2025-11-19
SUB111438,2023-12-16,France,Europe,71,Female,Premium,22.99,1,Smart TV,Debit Card,29,,
SUB111439,2024-04-09,Canada,North America,53,Female,Standard,15.49,1,Tablet,Mobile Wallet,26,,
SUB111440,2025-03-10,India,South Asia,50,Female,Standard,15.49,2,Mobile,Debit Card,14,,
SUB111441,2024-12-05,India,South Asia,29,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,18,,2025-08-14
SUB111442,2025-05-22,India,South Asia,23,Male,Standard,15.49,1,Smart TV,Carrier Billing,12,,
SUB111443,2024-05-08,United States,North America,33,Male,Basic with Ads,6.99,1,Mobile,PayPal,25,,
SUB111444,2019-08-13,India,South Asia,37,Female,Premium,22.99,3,Mobile,Carrier Billing,82,,
SUB111445,2020-05-28,United States,North America,17,Male,Premium,22.99,2,Laptop,Debit Card,73,,
SUB111446,2024-08-17,Germany,Europe,42,Female,Basic with Ads,6.99,1,Mobile,Credit Card,21,,
SUB111447,2025-11-01,India,South Asia,50,Male,Standard,15.49,1,Tablet,PayPal,7,,2026-01-03
SUB111448,2022-05-29,Mexico,Latin America,13,Male,Basic with Ads,6.99,1,Tablet,Carrier Billing,48,,
SUB111449,2023-07-08,Japan,East Asia,24,Female,Basic with Ads,6.99,1,Mobile,Debit Card,35,,
SUB111450,2025-06-07,Canada,North America,51,Female,Basic with Ads,6.99,1,Smart TV,PayPal,11,,
SUB111451,2024-08-14,Indonesia,Southeast Asia,40,Undisclosed,Basic with Ads,6.99,1,Laptop,Credit Card,21,,
SUB111452,2025-02-06,India,South Asia,24,Female,Premium,22.99,4,Mobile,Mobile Wallet,16,,
SUB111453,2019-10-05,United States,North America,45,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,81,,2021-07-19
SUB111454,2019-02-26,France,Europe,28,Female,Standard,15.49,2,Mobile,PayPal,88,,
SUB111455,2025-11-21,United States,North America,32,Male,Standard,15.49,2,Tablet,Credit Card,6,,
SUB111456,2021-06-12,United States,North America,21,Female,Standard,15.49,1,Mobile,Credit Card,60,,
SUB111457,2020-06-18,United States,North America,36,Male,Basic with Ads,6.99,1,Mobile,Gift Card,72,,2025-11-10
SUB111458,2018-04-01,Turkey,Middle East,49,Female,Premium,22.99,1,Smart TV,Credit Card,99,,
SUB111459,2018-07-22,United States,North America,29,Female,Standard,15.49,2,Mobile,Credit Card,95,,
SUB111460,2023-10-14,South Korea,East Asia,44,Male,Standard,15.49,1,Smart TV,Credit Card,32,,
SUB111461,2026-03-24,United Kingdom,Europe,35,Male,Standard,15.49,1,Laptop,Debit Card,2,,
SUB111462,2021-12-16,Mexico,Latin America,50,Male,Premium,22.99,2,Smart TV,Mobile Wallet,54,,
SUB111463,2025-07-11,India,South Asia,29,Female,Basic with Ads,6.99,1,Mobile,Gift Card,10,,2026-04-26
SUB111464,2025-06-21,Italy,Europe,56,Female,Premium,22.99,4,Laptop,PayPal,11,,
SUB111465,2022-03-22,Spain,Europe,44,Male,Premium,22.99,3,Smart TV,PayPal,51,,
SUB111466,2022-07-01,United Kingdom,Europe,39,Male,Premium,22.99,3,Smart TV,Credit Card,47,,
SUB111467,2022-09-18,India,South Asia,39,Male,Premium,22.99,1,Streaming Stick,Carrier Billing,45,,2023-03-27
SUB111468,2025-11-29,Germany,Europe,29,Female,Standard,15.49,1,Smart TV,Credit Card,6,,
SUB111469,2020-11-21,France,Europe,29,Male,Premium,22.99,2,Tablet,Credit Card,67,,2023-11-26
SUB111470,2018-10-14,United Kingdom,Europe,39,Male,Standard,15.49,2,Mobile,Mobile Wallet,92,,
SUB111471,2020-08-13,India,South Asia,20,Female,Premium,22.99,3,Smart TV,Credit Card,70,,
SUB111472,2023-12-24,United States,North America,28,Female,Standard,15.49,1,Laptop,Credit Card,29,,2024-12-23
SUB111473,2024-02-05,United States,North America,23,Female,Premium,22.99,3,Tablet,Carrier Billing,28,,
SUB111474,2025-03-09,United States,North America,43,Non-binary,Basic with Ads,6.99,1,Mobile,Credit Card,14,,
SUB111475,2023-09-24,United States,North America,43,Male,Basic with Ads,6.99,1,Smart TV,PayPal,32,,
SUB111476,2016-12-26,United States,North America,52,Female,Basic with Ads,6.99,1,Game Console,Credit Card,114,,2026-03-03
SUB111477,2026-03-01,Italy,Europe,31,Male,Standard,15.49,1,Game Console,Gift Card,3,,
SUB111478,2026-04-30,Germany,Europe,25,Male,Premium,22.99,3,Mobile,Credit Card,1,,2026-05-30
SUB111479,2023-02-03,Canada,North America,16,Non-binary,Basic with Ads,6.99,1,Smart TV,Credit Card,40,,
SUB111480,2021-09-09,Brazil,Latin America,39,Male,Standard,15.49,1,Streaming Stick,Credit Card,57,,
SUB111481,2019-03-05,Brazil,Latin America,54,Female,Standard,15.49,1,Mobile,Credit Card,88,,
SUB111482,2017-12-16,United States,North America,35,Male,Standard,15.49,1,Game Console,Debit Card,102,,
SUB111483,2019-01-21,Spain,Europe,36,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,89,,2026-02-22
SUB111484,2025-12-20,India,South Asia,35,Male,Basic with Ads,6.99,1,Game Console,Credit Card,5,,
SUB111485,2026-02-28,South Korea,East Asia,39,Female,Premium,22.99,3,Laptop,PayPal,3,,
SUB111486,2020-05-30,Indonesia,Southeast Asia,48,Male,Basic with Ads,6.99,1,Mobile,Credit Card,73,,2021-04-25
SUB111487,2021-01-09,Italy,Europe,60,Female,Standard,15.49,2,Smart TV,Gift Card,65,,
SUB111488,2024-03-22,United States,North America,42,Male,Basic with Ads,6.99,1,Mobile,Credit Card,26,,
SUB111489,2023-03-12,France,Europe,43,Male,Basic with Ads,6.99,1,Game Console,Credit Card,39,,
SUB111490,2026-04-22,United States,North America,32,Female,Basic with Ads,6.99,1,Laptop,Gift Card,1,,
SUB111491,2023-06-12,United States,North America,34,Female,Standard,15.49,2,Smart TV,Credit Card,36,,
SUB111492,2021-07-27,United States,North America,34,Female,Premium,22.99,4,Mobile,Debit Card,59,,
SUB111493,2026-02-01,United States,North America,31,Undisclosed,Standard,15.49,1,Game Console,Credit Card,4,,
SUB111494,2018-11-14,Spain,Europe,37,Male,Standard,15.49,2,Mobile,Debit Card,91,,
SUB111495,2019-03-21,India,South Asia,44,Female,Premium,22.99,2,Smart TV,Credit Card,87,,
SUB111496,2021-04-14,United States,North America,36,Male,Basic with Ads,6.99,1,Tablet,Mobile Wallet,62,,2023-01-19
SUB111497,2023-07-16,Sweden,Europe,32,Male,Standard,15.49,2,Mobile,Credit Card,35,,
SUB111498,2026-04-17,Japan,East Asia,37,Male,Standard,15.49,2,Mobile,PayPal,1,,
SUB111499,2024-04-20,United Kingdom,Europe,23,Male,Premium,22.99,2,Game Console,Carrier Billing,25,,
SUB111500,2020-07-02,South Korea,East Asia,46,Male,Basic with Ads,6.99,1,Mobile,Credit Card,72,,
SUB111501,2025-01-30,South Korea,East Asia,30,Female,Standard,15.49,2,Laptop,Credit Card,16,,
SUB111502,2021-01-26,South Korea,East Asia,20,Female,Basic with Ads,6.99,1,Game Console,Debit Card,65,,
SUB111503,2022-10-15,Brazil,Latin America,42,Male,Standard,15.49,1,Mobile,Credit Card,44,,
SUB111504,2025-08-11,Turkey,Middle East,42,Female,Standard,15.49,1,Mobile,Credit Card,9,,2026-04-01
SUB111505,2016-03-12,India,South Asia,24,Female,Premium,22.99,1,Mobile,Mobile Wallet,124,,
SUB111506,2025-03-07,South Korea,East Asia,44,Female,Premium,22.99,3,Smart TV,Credit Card,15,,
SUB111507,2023-11-02,United States,North America,44,Female,Standard,15.49,1,Smart TV,Carrier Billing,31,,
SUB111508,2023-09-17,Italy,Europe,61,Male,Basic with Ads,6.99,1,Mobile,Credit Card,32,,
SUB111509,2024-10-02,India,South Asia,32,Male,Standard,15.49,2,Smart TV,Mobile Wallet,20,,
SUB111510,2021-05-22,India,South Asia,35,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,61,,2024-06-07
SUB111511,2018-06-19,Egypt,Middle East,28,Male,Basic with Ads,6.99,1,Game Console,Debit Card,96,,2022-11-26
SUB111512,2017-06-10,Japan,East Asia,42,Male,Standard,15.49,2,Mobile,PayPal,109,,2019-10-05
SUB111513,2025-10-19,United States,North America,35,Male,Standard,15.49,1,Streaming Stick,PayPal,7,,
SUB111514,2024-09-16,India,South Asia,48,Female,Standard,15.49,2,Mobile,Gift Card,20,,
SUB111515,2021-06-08,India,South Asia,30,Male,Premium,22.99,4,Laptop,Mobile Wallet,60,,
SUB111516,2022-07-07,Sweden,Europe,42,Male,Standard,15.49,1,Mobile,Credit Card,47,,
SUB111517,2025-06-15,United Kingdom,Europe,32,Male,Premium,22.99,1,Streaming Stick,Debit Card,11,,
SUB111518,2021-01-20,United States,North America,13,Female,Premium,22.99,2,Smart TV,PayPal,65,,2022-07-15
SUB111519,2022-02-02,Japan,East Asia,44,Male,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,52,,2023-10-10
SUB111520,2024-06-21,United Kingdom,Europe,13,Male,Premium,22.99,4,Laptop,Credit Card,23,,
SUB111521,2021-10-25,United States,North America,33,Female,Standard,15.49,1,Tablet,Credit Card,56,,
SUB111522,2022-02-19,Italy,Europe,34,Male,Premium,22.99,3,Smart TV,Carrier Billing,52,,
SUB111523,2026-01-19,United States,North America,35,Female,Premium,22.99,3,Mobile,Credit Card,4,,
SUB111524,2021-08-11,Turkey,Middle East,36,Female,Premium,22.99,2,Smart TV,Credit Card,58,,
SUB111525,2022-09-17,Germany,Europe,36,Female,Standard,15.49,2,Tablet,Credit Card,45,,
SUB111526,2023-09-30,United States,North America,40,Female,Standard,15.49,1,Laptop,Credit Card,32,,2024-12-24
SUB111527,2019-06-10,Spain,Europe,34,Female,Standard,15.49,2,Mobile,PayPal,84,,
SUB111528,2024-12-01,France,Europe,70,Male,Premium,22.99,3,Laptop,Mobile Wallet,18,,
SUB111529,2018-07-21,Brazil,Latin America,31,Female,Basic with Ads,6.99,1,Game Console,Debit Card,95,,
SUB111530,2024-02-15,Japan,East Asia,20,Female,Standard,15.49,1,Smart TV,Debit Card,27,,
SUB111531,2018-07-20,United States,North America,17,Male,Basic with Ads,6.99,1,Laptop,Credit Card,95,,
SUB111532,2026-02-14,United States,North America,44,Male,Standard,15.49,1,Smart TV,Debit Card,3,,
SUB111533,2026-04-11,Spain,Europe,15,Male,Standard,15.49,1,Streaming Stick,Credit Card,1,,
SUB111534,2025-06-23,United States,North America,20,Male,Premium,22.99,4,Mobile,Debit Card,11,,
SUB111535,2020-12-27,United States,North America,18,Male,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,66,,
SUB111536,2024-10-08,South Korea,East Asia,41,Male,Standard,15.49,2,Smart TV,PayPal,20,,
SUB111537,2025-01-06,United States,North America,53,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,17,,
SUB111538,2022-12-23,Germany,Europe,23,Male,Premium,22.99,1,Streaming Stick,Gift Card,41,,
SUB111539,2022-09-01,Germany,Europe,41,Male,Basic with Ads,6.99,1,Tablet,Credit Card,45,,
SUB111540,2019-11-18,Canada,North America,13,Female,Basic with Ads,6.99,1,Streaming Stick,PayPal,79,,2020-04-12
SUB111541,2025-05-08,United States,North America,26,Female,Basic with Ads,6.99,1,Mobile,Credit Card,12,,
SUB111542,2023-03-23,United Kingdom,Europe,43,Female,Standard,15.49,1,Smart TV,PayPal,38,,
SUB111543,2024-03-15,Canada,North America,31,Female,Basic with Ads,6.99,1,Laptop,Credit Card,26,,2024-11-01
SUB111544,2020-02-09,India,South Asia,48,Female,Standard,15.49,2,Laptop,Credit Card,76,,
SUB111545,2018-05-23,Spain,Europe,13,Male,Premium,22.99,4,Streaming Stick,Credit Card,97,,
SUB111546,2016-01-24,Japan,East Asia,26,Male,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,126,,
SUB111547,2025-06-06,India,South Asia,41,Female,Standard,15.49,1,Mobile,Gift Card,12,,
SUB111548,2025-08-24,India,South Asia,41,Female,Premium,22.99,1,Mobile,PayPal,9,,
SUB111549,2024-11-29,Mexico,Latin America,42,Female,Premium,22.99,1,Laptop,Credit Card,18,,2026-04-08
SUB111550,2025-01-02,United States,North America,38,Male,Premium,22.99,4,Streaming Stick,Debit Card,17,,
SUB111551,2025-03-21,Italy,Europe,21,Female,Basic with Ads,6.99,1,Game Console,Gift Card,14,,
SUB111552,2024-10-18,Japan,East Asia,25,Male,Standard,15.49,2,Laptop,Debit Card,19,,2026-02-11
SUB111553,2024-01-01,United States,North America,66,Female,Premium,22.99,4,Mobile,Credit Card,29,,
SUB111554,2025-05-09,Spain,Europe,19,Male,Basic with Ads,6.99,1,Mobile,Credit Card,12,,
SUB111555,2023-12-25,United Kingdom,Europe,17,Female,Basic with Ads,6.99,1,Laptop,PayPal,29,,
SUB111556,2024-05-26,United States,North America,44,Male,Standard,15.49,2,Mobile,PayPal,24,,
SUB111557,2017-07-11,Indonesia,Southeast Asia,22,Female,Basic with Ads,6.99,1,Laptop,Credit Card,108,,2023-03-18
SUB111558,2019-10-02,Spain,Europe,59,Male,Standard,15.49,2,Game Console,Credit Card,81,,
SUB111559,2019-01-16,Brazil,Latin America,71,Male,Standard,15.49,1,Mobile,Credit Card,89,,
SUB111560,2024-10-14,Canada,North America,32,Male,Standard,15.49,2,Laptop,Debit Card,19,,
SUB111561,2025-07-31,Japan,East Asia,40,Male,Basic with Ads,6.99,1,Laptop,Credit Card,10,,
SUB111562,2017-10-24,United Kingdom,Europe,13,Female,Standard,15.49,1,Laptop,Debit Card,104,,
SUB111563,2017-02-10,United States,North America,49,Female,Premium,22.99,2,Mobile,Mobile Wallet,113,,
SUB111564,2026-02-19,United States,North America,13,Male,Premium,22.99,1,Tablet,Mobile Wallet,3,,
SUB111565,2025-12-08,United Kingdom,Europe,18,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,5,,
SUB111566,2021-04-09,United Kingdom,Europe,37,Female,Basic with Ads,6.99,1,Laptop,PayPal,62,,
SUB111567,2021-10-31,Spain,Europe,43,Female,Premium,22.99,4,Smart TV,PayPal,55,,
SUB111568,2023-01-23,United Kingdom,Europe,16,Female,Basic with Ads,6.99,1,Tablet,PayPal,40,,2024-10-02
SUB111569,2023-10-15,Brazil,Latin America,28,Female,Standard,15.49,1,Laptop,Gift Card,32,,2024-07-27
SUB111570,2026-02-10,Canada,North America,14,Female,Basic with Ads,6.99,1,Mobile,Mobile Wallet,3,,
SUB111571,2019-07-11,Egypt,Middle East,31,Male,Standard,15.49,1,Mobile,Debit Card,83,,
SUB111572,2021-11-04,India,South Asia,25,Female,Premium,22.99,2,Smart TV,PayPal,55,,
SUB111573,2025-03-09,Nigeria,Africa,27,Female,Basic with Ads,6.99,1,Mobile,Credit Card,14,,2025-06-17
SUB111574,2025-07-16,Germany,Europe,44,Female,Standard,15.49,1,Smart TV,Credit Card,10,,2025-09-30
SUB111575,2018-08-04,United States,North America,39,Female,Standard,15.49,1,Smart TV,Credit Card,95,,
SUB111576,2023-03-16,India,South Asia,43,Male,Basic with Ads,6.99,1,Mobile,Credit Card,39,,
SUB111577,2022-07-30,United States,North America,34,Female,Premium,22.99,3,Smart TV,Credit Card,46,,
SUB111578,2022-11-16,Mexico,Latin America,45,Non-binary,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,43,,2026-01-03
SUB111579,2023-03-07,Japan,East Asia,35,Female,Standard,15.49,2,Tablet,Credit Card,39,,
SUB111580,2018-01-22,South Korea,East Asia,29,Male,Premium,22.99,1,Tablet,Credit Card,101,,
SUB111581,2021-10-25,France,Europe,43,Female,Basic with Ads,6.99,1,Game Console,Credit Card,56,,
SUB111582,2017-02-27,India,South Asia,30,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,112,,
SUB111583,2022-11-10,United Kingdom,Europe,31,Male,Standard,15.49,2,Smart TV,Mobile Wallet,43,,2024-09-01
SUB111584,2023-05-30,Italy,Europe,49,Female,Standard,15.49,2,Smart TV,Debit Card,36,,2024-04-17
SUB111585,2024-11-04,Thailand,Southeast Asia,48,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,19,,
SUB111586,2023-06-02,France,Europe,32,Male,Standard,15.49,2,Laptop,Credit Card,36,,
SUB111587,2025-07-21,United States,North America,47,Female,Standard,15.49,2,Laptop,Mobile Wallet,10,,
SUB111588,2021-08-08,United States,North America,19,Male,Premium,22.99,4,Smart TV,Carrier Billing,58,,
SUB111589,2019-11-18,United States,North America,32,Male,Standard,15.49,2,Laptop,Debit Card,79,,
SUB111590,2020-06-27,United Kingdom,Europe,26,Male,Standard,15.49,1,Smart TV,Debit Card,72,,2025-05-15
SUB111591,2023-05-26,United States,North America,35,Female,Premium,22.99,1,Tablet,Credit Card,36,,2024-12-25
SUB111592,2020-06-28,Nigeria,Africa,45,Male,Premium,22.99,3,Smart TV,Credit Card,72,,
SUB111593,2025-07-28,Mexico,Latin America,43,Male,Standard,15.49,2,Mobile,Credit Card,10,,2025-10-08
SUB111594,2026-03-13,United Kingdom,Europe,41,Male,Standard,15.49,1,Game Console,Credit Card,2,,
SUB111595,2021-02-20,India,South Asia,37,Female,Premium,22.99,1,Tablet,Debit Card,64,,2024-09-20
SUB111596,2026-03-25,United Kingdom,Europe,33,Female,Premium,22.99,1,Smart TV,Credit Card,2,,2026-05-26
SUB111597,2023-05-19,South Korea,East Asia,51,Female,Basic with Ads,6.99,1,Mobile,Gift Card,36,,
SUB111598,2020-09-08,Spain,Europe,15,Female,Standard,15.49,1,Smart TV,Debit Card,69,,
SUB111599,2020-06-19,United States,North America,27,Female,Basic with Ads,6.99,1,Mobile,Debit Card,72,,2020-10-23
SUB111600,2023-03-05,Canada,North America,41,Female,Premium,22.99,3,Smart TV,Credit Card,39,,
SUB111601,2022-03-12,United States,North America,55,Male,Premium,22.99,1,Smart TV,Credit Card,51,,
SUB111602,2026-04-14,India,South Asia,31,Male,Basic with Ads,6.99,1,Game Console,Debit Card,1,,
SUB111603,2023-09-04,Egypt,Middle East,32,Female,Premium,22.99,4,Streaming Stick,Debit Card,33,,
SUB111604,2022-12-02,United States,North America,19,Female,Premium,22.99,3,Mobile,Debit Card,42,,2023-07-04
SUB111605,2021-07-05,United States,North America,28,Male,Premium,22.99,4,Mobile,Credit Card,59,,2025-08-10
SUB111606,2025-08-11,Brazil,Latin America,45,Female,Premium,22.99,4,Laptop,Credit Card,9,,2026-02-22
SUB111607,2025-12-05,United Kingdom,Europe,56,Female,Basic with Ads,6.99,1,Smart TV,Debit Card,5,,
SUB111608,2024-07-16,United States,North America,32,Male,Basic with Ads,6.99,1,Tablet,Mobile Wallet,22,,
SUB111609,2025-07-13,United States,North America,25,Male,Standard,15.49,1,Smart TV,Credit Card,10,,
SUB111610,2022-10-06,United States,North America,36,Male,Standard,15.49,2,Smart TV,Debit Card,44,,2024-04-14
SUB111611,2024-05-01,South Korea,East Asia,15,Male,Standard,15.49,2,Smart TV,Credit Card,25,,
SUB111612,2025-01-31,United States,North America,52,Male,Standard,15.49,1,Smart TV,Credit Card,16,,
SUB111613,2022-05-16,France,Europe,20,Male,Standard,15.49,2,Mobile,Credit Card,49,,2024-07-17
SUB111614,2026-05-04,Italy,Europe,40,Male,Standard,15.49,1,Streaming Stick,Credit Card,1,,
